station_id,station_latitude,station_longitude,"(35.6436746642265, 139.668220854814)","(34.8299255519268, 134.67307503026)","(35.6686002312873, 139.763042710922)","(33.576378885814, 130.339313030944)","(35.7049600607628, 139.828642317999)","(34.3921061951814, 132.461913549062)","(35.7504730896129, 139.668412382952)","(34.8446959955273, 135.200009648607)","(34.6695141138059, 135.501425073088)","(35.6592135750057, 139.699736413293)","(34.9761959856874, 138.395167116889)","(34.7833546642214, 135.626893879107)","(35.1435065774705, 138.824720764706)","(35.7113526946999, 139.782683762559)","(35.6707278552571, 139.824575523243)","(33.5898057431799, 130.400170103423)","(35.6913840261435, 139.701256018243)","(34.6921090191178, 135.19169838649)","(34.721643852576, 137.738944248312)","(34.7008890686831, 135.523532507624)","(34.5429737840978, 135.483425913341)","(34.7628842428802, 135.351271325934)","(34.6642578923122, 135.097043633343)","(35.7704936763352, 139.725523823653)","(35.7045268734617, 139.746450221751)","(35.7033806289694, 139.660343438851)","(35.5127621813484, 139.495732838814)","(43.0550467342327, 141.353236099251)","(33.5938114369172, 130.407306147911)","(38.2609292213358, 140.879943773246)","(34.6864822282026, 135.504173905849)","(35.6957799197548, 139.768452660487)","(37.9141796404018, 139.060023533565)","(35.7300682724374, 139.711742036854)","(43.0626508559011, 141.35141885084)","(34.4896774918856, 133.362129875602)","(35.6661365113171, 139.733978129589)","(35.6825041877889, 139.773619351768)","(43.1298785546459, 143.714585146618)","(35.5496703891492, 139.448494440035)","(34.7491925683586, 135.410836568174)","(34.6463123135796, 135.513197204085)","(33.5568813625172, 130.415134494467)","(43.7680334140293, 142.359663830444)","(35.6641613578352, 139.540968681458)","(34.6633947065657, 134.967793581374)","(38.2637658039492, 140.870328746743)","(33.586969256765, 130.392800598517)","(34.7015189521487, 135.498858596496)","(35.6371829456301, 139.737998019487)","(34.405829139868, 132.453737641663)","(35.6467447985159, 139.707924045163)","(43.0981588902961, 141.351928620239)","(37.9224038247084, 139.04490438335)","(34.8483344010984, 135.617700846468)","(43.0393556174936, 141.42905073338)","(33.3116451885167, 130.518556071422)","(35.6772067238161, 139.373869598931)","(35.68858932521, 139.731970982304)","(35.6284593898344, 139.778927275065)","(35.7554126329199, 139.808819886617)","(34.4438143992744, 135.359104867502)","(33.5893363895301, 130.418461937543)","(33.8815002311681, 130.887364287386)","(35.6482309999929, 139.369090338226)","(43.0171684632422, 141.364464259678)","(35.7124105538004, 139.706563865451)","(33.5797340853351, 130.401762444701)","(33.8618400940539, 130.751425402895)","(35.7034722044097, 139.470149586499)","(34.7528255827152, 134.84764167701)","(37.9098086109062, 139.062169682261)","(35.7316384246169, 139.558725129422)","(34.6649455287861, 135.530684753628)","(34.7526220020618, 135.495215366821)","(35.7329919391343, 139.733984177229)","(35.7712603764982, 139.691129568101)","(34.8128200803455, 135.567196195081)","(35.6065644629997, 139.722434229872)","(38.2211741466384, 140.864111861762)","(34.6188256463165, 135.511015877611)","(37.4475520983702, 138.841401954853)","(34.8285115727567, 138.194795335294)","(35.7487613697795, 139.333801249646)","(41.7867642774289, 140.743511351584)","(34.6961072081487, 135.484354119315)","(35.6754199339039, 139.658380363957)","(35.6631812401236, 139.671710927319)","(34.6541547389256, 135.59431702676)","(42.9426007881073, 141.381244720474)","(35.700459562678, 139.701280416651)","(37.9218089873865, 139.111617459975)","(43.7748457584393, 142.37740311615)","(35.6674650422837, 139.712665228437)","(34.6575376688925, 135.465790031662)","(38.586508041042, 140.941775545589)","(35.0169242595713, 138.483531738964)","(34.7013913398396, 135.553402986219)","(38.3305179893434, 141.021907735053)","(43.0710451863794, 141.309260567281)","(35.6273684971615, 139.684337716716)","(34.7168187850391, 135.252629859974)","(35.6373649334246, 139.593794420619)","(38.3282072863035, 140.873967041258)","(35.6500406201583, 139.633061874363)","(35.6572000631066, 139.437613780568)","(33.5690428275857, 130.610252475554)","(35.6066348830337, 139.668428354733)","(37.8968937017632, 139.038831703075)","(35.7019030598891, 139.52388554909)","(37.8697297318579, 138.971622613575)","(34.89895181957, 138.344235678092)","(35.6245326769377, 139.421325138687)","(38.2680706340227, 140.883916167353)","(35.7563293056277, 139.554190917653)","(37.1397777679231, 138.251520899663)","(35.6194544011121, 139.704180393047)","(35.6198993105808, 139.633401431252)","(34.9345598371853, 139.096332944694)","(34.3874999304076, 132.661308799626)","(34.8192452150664, 135.455217027399)","(35.2286300184325, 138.616270553172)","(37.838267244892, 139.104301421225)","(33.459353333184, 130.501845827137)","(34.5343100355169, 135.574890561587)","(37.5704782355036, 138.873286079977)","(33.6253345645257, 130.431896363042)","(43.4737679144369, 142.121081840925)","(37.9496613371687, 139.320881857858)"
aichi__kanie-kana__kanye,35.1366666667,136.791666667,267.316927889,196.407956626,276.28045974,618.177848115,282.914778959,404.862677526,269.908050883,148.880348533,128.806825084,270.455848056,147.357731789,113.371960579,185.275261169,278.998663841,281.788843631,612.344919836,271.326404162,154.301743615,98.033722035,125.558887007,136.585940679,137.949648168,163.509794331,275.454653438,275.633606163,267.999338476,249.377062672,963.188761599,611.577471708,503.553318653,127.818673796,277.374729294,369.1176785,273.194319711,963.886376771,321.871430819,273.647282814,277.52870122,1069.51071473,245.819832504,133.262672711,128.902463592,612.168133025,1070.80019363,256.505450962,174.769896732,503.142994523,613.092852079,127.615747247,273.380292504,405.256043458,270.909975829,967.462801992,369.132686261,111.849687177,964.314248142,612.298478411,242.088685312,273.97885979,276.844041836,282.384956241,151.975647308,610.746946606,559.685184183,240.931415993,959.79508593,272.300015249,612.551657385,572.375813682,251.245104712,182.616323046,368.821784507,259.774208306,126.574866686,125.859696361,275.22775054,272.458045413,117.443278466,271.372447479,499.565020738,130.414999225,315.664530048,132.597602531,240.584586873,814.552053954,129.073340455,267.158847147,268.059223935,121.830940468,952.946167188,271.54423675,372.376064877,1072.14553234,271.786658832,132.330988244,532.34896607,154.871711261,123.022170963,517.947678538,963.249939718,268.401596699,148.132096046,260.57068887,508.223020163,264.336697606,247.202923738,594.564254219,266.55979446,366.484635654,255.932069449,360.695161887,144.132040087,244.985351084,504.343842058,260.049609265,258.192164088,270.004258462,263.713794947,211.484596283,387.133903957,127.012779116,166.504293214,364.409143623,608.070077579,129.817202419,328.380015967,608.330981116,1032.88499884,385.615436673
aichi__kayama-kana__dekiyama____2005-12-05,35.095,137.416666667,213.469624289,252.283159642,222.485360359,672.519151732,229.31321504,460.316594929,217.034477154,204.320009914,181.336614421,216.688621822,90.2539932102,167.11865624,128.463603298,225.533813982,227.911200584,666.679168819,217.838633676,208.224421621,50.8237991615,178.470092077,187.167644835,192.268330552,217.375247466,222.640907733,222.176717271,214.700900753,194.683042756,946.783052189,665.918064558,468.175381843,180.595188117,223.80140037,345.732442184,220.035250818,947.508205595,377.0623668,219.880480524,223.832967178,1044.42310043,191.510024826,187.250249281,181.012092761,666.39278021,1052.25053355,203.085100607,228.93745161,467.840800405,667.424391711,180.639788491,219.363946513,460.762421062,217.022091807,951.174304439,345.982425048,166.541964492,947.543680131,665.649316553,189.190037774,220.409281002,222.695041965,229.25569429,201.729081703,665.065732041,614.529110406,187.736404671,943.24228544,218.990686487,666.85491777,627.252436025,198.378135705,237.78083138,345.377292267,206.975379314,178.89450663,179.626665978,222.049429527,219.730865841,171.802746578,217.129751341,463.987121758,182.092677145,290.73829288,76.9708299437,188.608597501,797.404766131,182.077017495,213.6095633,214.376256077,173.638847689,936.123823922,218.137579467,348.483346059,1053.54831162,218.068175128,184.840635053,498.903376362,97.7100103091,175.810139758,482.274906765,947.074281663,214.388252605,202.173248859,206.798936786,473.365834233,210.607202153,193.939577351,648.665837643,212.397691484,343.196604515,202.918708739,337.952620064,87.4273738542,191.43041958,468.995104573,207.513100082,239.013061233,215.893807241,209.719570769,154.333990542,442.439946694,181.740478103,110.29383362,339.905888887,661.919778944,179.620383396,304.22339179,662.745616017,1014.46398823,359.749210597
aichi__kohara-kana__obara,35.2283333333,137.285,221.245303832,242.408990643,230.209520697,664.234397388,236.849285565,450.899148276,223.891384866,194.948722442,174.313623957,224.38504672,105.012320256,159.199443412,140.553609145,232.938674692,235.717280316,658.400850882,225.264141487,200.222456565,69.8432298788,171.178586697,181.390551431,183.929202256,209.426957107,229.44637876,229.573486913,221.946776279,203.35840825,937.075426819,657.633814474,465.036399683,173.40190443,231.309677133,337.731171764,227.152889262,937.792479074,367.937055374,227.576638025,231.459752638,1037.58231437,199.764720046,179.175102104,174.267419642,658.21577285,1043.23840988,210.443886152,220.749844922,464.668489621,659.148616157,173.273692062,227.309498189,451.285202496,224.838293473,941.432675768,337.900355968,157.864390221,937.947382008,658.230679502,196.058696468,227.913545579,230.776089717,236.348380897,196.482452577,656.801764773,605.756661138,194.878595968,933.578107972,226.247692355,658.605413045,618.446840611,205.22182212,228.687999946,337.395745837,213.761284726,172.006036083,171.713116975,229.185353858,226.458274951,163.409862264,225.308764118,460.93103014,175.628748953,283.124979656,94.13032339,194.668453665,787.861768148,174.728254005,221.093457162,221.989863879,167.066429039,926.539304657,225.486040009,340.665694523,1044.55151474,225.716784458,177.83949127,494.971983297,111.736814169,168.597845541,479.279115414,937.297080676,222.330993024,194.07052688,214.499431857,470.006742868,218.266170522,201.147649274,640.60007532,220.493328388,335.155415333,209.897326261,329.710115343,103.299316155,198.917082662,465.844267825,214.067009357,229.222254491,223.935742534,217.643121498,168.37107757,433.187843157,173.043574934,121.18956867,332.282716669,654.077940031,174.26485093,296.378918903,654.391872526,1005.40039041,352.661400707
aichi__minamichita-kana__minamichita,34.74,136.938333333,268.06354654,207.566240134,277.069989776,621.927159565,284.063766047,412.563632529,272.582909534,159.509611633,131.873025752,271.348108894,135.77197662,120.160418309,178.042778236,280.455458845,282.361493006,616.08542868,272.791056576,160.082110015,73.3529153393,129.66383421,135.17003197,145.337387693,168.901564844,278.205218071,277.130055255,269.867928294,248.356604796,998.991989049,615.336366862,526.532179501,131.50984627,278.620739027,400.409957101,275.299957965,999.704035668,329.143115235,274.516352087,278.519027543,1100.32699463,245.738933459,139.876643673,130.993690163,615.617384767,1105.50824696,258.219366434,180.734341977,526.184961319,616.824779583,131.91982405,273.713633801,413.137522592,271.541597775,1003.32791617,400.565995999,121.454406362,999.929555706,613.584959522,244.924660969,275.25692899,276.855996107,284.4875373,148.554233005,614.448809001,564.962934138,243.217250252,995.521184685,274.116177007,616.208837766,577.723239281,254.066929239,191.444187096,400.077619985,262.659292943,129.232484444,132.151180947,277.281868144,275.389346827,125.766848175,271.215744176,522.373676315,131.491107371,345.856806121,115.418020281,245.06179294,849.898265041,133.272589006,268.529078223,269.146606993,123.509981224,988.529862028,273.171281718,403.3692491,1106.82808474,272.771470379,135.225108334,556.921800551,144.566834062,126.927127334,540.686381549,999.171013832,268.780728561,154.411114279,261.531548613,531.637527932,265.355894171,249.302890386,597.723361703,266.624494376,397.828502,258.442903367,392.348622674,129.825461696,246.526178171,527.347605206,263.412527001,291.439208022,270.156188082,264.17281004,198.56158172,394.414991279,136.036062284,162.509909883,395.007502366,610.565619466,127.07739286,359.08777488,612.295861516,1067.6502475,415.406004576
aichi__nagoya-kana__nagoya,35.1666666667,136.965,251.178783434,212.533732856,260.143578046,634.304177328,266.782355146,420.998822962,253.799071569,165.021200507,144.664226093,254.31914002,132.143011459,129.377268654,169.466575068,262.869529153,265.65088733,628.470880477,255.195955143,170.356300593,86.2313824106,141.467684683,152.130904664,154.032662984,179.563133342,259.349257019,259.504391763,251.874090869,233.242370456,954.089136961,627.703675559,490.057119152,143.711080227,261.242585035,357.953964022,257.074451876,954.793646818,338.012333311,257.510758594,261.393781868,1058.39978148,229.679435275,149.311801938,144.695001225,628.289396435,1061.213014,240.375377984,190.854355754,489.661143104,629.218714631,143.542855204,257.24038965,421.390490663,254.7714239,958.392926828,358.020809628,127.95031286,955.12655595,628.365167564,225.973713389,257.846543275,260.703336989,266.267370292,167.399206929,626.872254099,575.824687635,224.805927283,950.658756878,256.174903664,628.676350283,588.515781607,235.133116747,198.755077458,357.64448233,243.66669141,142.396855209,141.879314687,259.107444128,256.356124614,133.518562936,255.231541524,486.027645831,146.139582017,304.053385258,118.370075944,224.514330879,805.220116435,144.999343565,251.026474149,251.923954889,137.561574822,943.742476565,255.416069964,361.106757163,1062.54729681,255.650926903,148.190155128,519.251140584,139.460559922,138.909812755,504.403944465,954.20619906,252.26159247,164.194971021,244.433356813,494.830885941,248.200306256,231.076220081,610.679241256,250.418953845,355.337461477,239.815126815,349.657422086,129.313353987,228.850956592,490.853805122,243.954420574,247.657904869,253.863640204,247.57383023,196.139243938,403.273528979,143.122814394,150.533403918,352.992168136,624.171276769,145.199710864,316.964446491,624.459971761,1023.3192245,373.940026364
aichi__okazaki-kana__okazaki,34.9183333333,137.193333333,239.0930223,230.624037449,248.112339672,648.527245109,255.041943254,437.594257969,243.2154722,182.408767411,157.276533048,242.353145434,109.970391297,144.035344971,150.949859713,251.357879818,253.466117412,642.684815157,243.673696315,184.865637481,54.4773460591,154.675917266,162.043163763,169.36168083,193.906721451,248.83539558,248.016179922,240.65771444,219.751369243,972.20865959,641.929378472,496.316951922,156.69337564,249.564895656,372.192638835,246.053375882,972.927819968,354.181897462,245.534486918,249.519641241,1071.53657529,216.895873819,164.123147926,156.712420728,642.309657735,1078.16766605,229.012035083,205.630649619,495.977501906,643.427376791,156.894938023,244.85260155,438.101377328,242.606153528,976.574742453,372.397936202,144.248135338,973.051175869,640.934951963,215.457014777,246.186058227,248.07878254,255.262089491,176.137043875,641.059618365,591.018112963,213.851695755,968.699910219,244.927103045,642.835063403,603.763901556,224.626240066,215.340483505,371.848209437,233.22779508,154.736550613,156.409845617,248.050463893,245.978172114,149.147802032,242.464450308,492.139942754,157.548077638,317.383509703,92.1024198171,215.303955898,822.945429356,158.303896802,239.421626406,240.102619624,149.253612108,961.639544744,244.020014073,375.043855967,1079.47563812,243.759348581,160.73305879,526.910752213,118.331943944,151.967648295,510.43757077,972.447992849,239.896316519,178.954406858,232.495738991,501.474471072,236.317265417,219.991780404,624.496261705,237.808080592,369.6339559,229.073883932,364.274854539,105.20180233,217.322721228,497.13504689,233.89277495,264.293315907,241.328549848,235.257666114,173.883358584,419.57394469,159.300014333,134.267721798,366.565473537,637.552562725,154.23304004,330.753521702,638.820416342,1040.34570211,386.677852777
aichi__oku-kana__oobu,34.995,136.943333333,258.00909556,208.270273421,267.021794446,627.954066176,273.828239172,415.993140713,261.422983791,160.168065805,136.749015373,261.219977841,132.573713314,122.605357227,172.390027431,270.028546262,272.458066105,622.113712246,262.33349953,163.690789772,78.8216565629,133.885482545,142.742007167,147.808725979,172.829765031,267.021066312,266.668904233,259.164985199,239.271230012,972.4961567,621.35314204,505.193787456,136.007683382,268.310680562,375.386922521,264.47856107,973.203340017,332.68012943,264.412837781,268.358087888,1075.72605477,236.084407329,142.743497357,136.43564529,621.819502468,1079.40718022,247.562745616,184.420168344,504.816933492,622.858695217,136.057866455,263.921983615,416.45741802,261.567019495,976.811375392,375.488405755,122.216743079,973.498373826,621.069120255,233.563224499,264.916754404,267.264490992,273.698532071,157.467025575,620.499114476,570.02969764,232.166148179,969.051431745,263.458668851,622.287060334,582.757807568,242.752213601,193.475457203,375.06845081,251.341919197,134.310146232,135.100167197,266.497112873,264.091513762,127.384149856,261.70452432,501.111504669,137.542084673,321.205871569,115.847205056,232.762308554,823.542351164,137.493960245,258.111446695,258.8964315,129.07298423,962.108439568,262.620465315,378.465696964,1080.73632869,262.59412959,140.253760235,534.870456927,140.611337294,131.223536821,519.470406807,972.635018525,258.944798324,157.659007826,251.327341932,510.100633894,255.131834533,238.385799244,604.086206442,256.966121712,372.78306118,247.325088226,367.178597415,128.410036258,235.922476176,505.998225742,251.823519301,265.558435972,260.459001356,254.273095179,196.738047267,398.072940163,137.38994475,154.69616303,370.251596706,617.332349932,135.301112751,334.249918307,618.187213453,1041.52510494,390.993328623
aichi__shingo-castle__shinshiro,34.9066666667,137.518333333,211.99651635,260.284396686,220.994300024,677.44359686,228.011518501,467.000889569,216.741623213,212.061830889,186.455281075,215.289702653,80.4718162368,173.528406366,122.081353855,224.439831395,226.261568245,671.601061433,216.789266386,214.232634941,28.7876664766,183.954090834,190.695798146,198.860721874,223.230417437,222.361621969,221.124256217,213.920151225,192.19338645,963.402599384,670.848358624,478.518169016,185.930942188,222.585952831,361.230969764,219.37151819,964.13520517,383.570639365,218.45123099,222.459494541,1058.19834814,189.635034007,193.577612465,185.796812131,671.184479887,1068.17766216,202.277487092,234.989561217,478.219838551,672.342269166,186.185283398,217.605259019,467.523435475,215.459594047,967.82475123,361.556269795,173.881279061,964.057633744,669.470661142,189.194645712,219.230740759,220.722687089,228.5404918,204.435664433,669.970736778,620.14513209,187.400372107,959.821746752,218.153239278,671.739508923,632.897152736,198.30255597,244.894480353,360.858098784,206.878657695,183.882844209,185.852770243,221.342633641,219.58083131,178.719768721,215.077355398,474.248768932,186.52180997,306.026819183,62.4569081441,189.667910563,813.918751801,187.582404806,212.524414994,213.110718875,178.318879557,952.629885952,217.187426301,363.80228239,1069.46030953,216.719736049,189.886693264,510.037358457,88.9963630252,181.234807901,492.439470498,963.759435692,212.68165027,208.367016262,205.495661887,483.934482828,209.319384381,193.438198545,653.332676099,210.504807829,358.738593757,202.614367003,353.695400271,75.4887908044,190.59055089,479.349103994,207.712437044,256.443819053,214.038701497,208.086207088,144.223389417,448.946844659,188.897336485,106.324690726,355.061328356,666.285620558,182.74086183,319.685211047,667.768682568,1030.45039104,374.343984033
aichi__tahara-kana__tahala,34.6266666667,137.221666667,249.884092458,234.502749172,258.814761796,645.526091063,265.918241693,437.819430617,255.340100437,186.71472171,157.776751378,253.205850374,114.170243188,147.133155606,157.359324934,262.502275814,263.943535263,639.68899839,254.923448045,186.215106939,48.5644056286,155.866742902,159.746159126,172.038952094,194.826813255,260.939551867,259.231826559,252.239543247,229.526876077,1001.7078094,638.947450875,519.716255049,157.576864395,260.579728087,400.427097759,257.732940064,1002.43333536,354.517485721,256.328137706,260.349867066,1098.48485556,227.414009115,166.485989214,156.662919634,639.117987089,1107.09433926,240.649743006,206.672381875,519.413997943,640.424319721,158.128215973,255.264850672,438.445245163,253.265787624,1006.10053554,400.698339194,148.931584177,1002.46197913,636.291391233,228.117748659,257.267711889,258.21421943,266.822214798,172.182013054,638.040885017,589.168283297,226.145462108,998.16483575,256.413591959,639.782692203,601.933464104,237.126915076,217.979828839,400.066744805,245.642970866,155.085185565,158.811207384,259.666944897,258.248423228,152.945442566,252.549190925,515.454789177,156.87604005,345.352599924,91.8978039513,229.129118665,852.321377499,159.430861602,250.660858502,251.127545376,149.23426798,991.041437553,255.382344337,403.124513495,1108.38932199,254.660486282,161.0199386,551.126220941,123.292573406,153.135346883,533.656008888,1002.00187543,250.408258889,180.738635289,243.536081093,525.106836949,247.345293537,232.049077827,621.145128749,248.118423911,397.903024508,241.283633963,392.711066263,107.118469472,229.019920353,520.546070366,246.637795788,293.937997461,251.654860793,245.892421476,174.953987084,419.591162129,163.199676155,143.859962584,394.491170195,633.727926082,151.439632788,358.896250674,635.983695427,1069.31775192,414.126328306
aichi__tokai-kana__NONE____2012-10-17,35.0233333333,136.901666667,260.76015413,204.748402163,269.765815054,624.943236571,276.536939363,412.679300447,263.992950929,156.721790859,133.942788318,263.956511194,136.438287995,119.510438646,175.876990013,272.709938533,275.220211515,619.104008613,265.016696629,160.626618235,83.5481670366,130.995338056,140.319922241,144.630398969,169.78936559,269.582042702,269.347701097,261.811602974,242.189812291,970.995921707,618.341937153,505.512718592,133.149445569,271.012170974,374.57447284,267.101181365,971.700741504,329.415919145,267.150415575,271.08318376,1074.99128291,238.919653512,139.633866004,133.713390114,618.834453809,1078.08475816,250.228003223,181.323421008,505.127924178,619.849666671,133.147938312,266.7088321,413.129174888,264.327388216,975.301011308,374.655057427,118.897149314,972.028928473,618.270315047,236.12819853,267.616394778,270.079460108,276.31850708,155.210328237,617.492780821,566.895481028,234.783854536,967.563814176,266.108733638,619.284382758,579.616861415,245.314886882,190.142533725,374.261378265,253.895405411,131.542232841,132.026859735,269.123906662,266.636275649,124.157828823,264.536695927,501.45192455,134.90631791,320.552077667,120.11324861,235.169367524,822.114839585,134.5908678,260.804868272,261.615773134,126.397161681,960.644032432,265.28845541,377.697484261,1079.41796451,265.321660862,137.457499397,534.985687887,144.370436006,128.35412333,519.819198487,971.11538972,261.729200862,154.559927516,254.061101005,510.364433506,257.858813679,241.018451999,601.127009758,259.779893113,371.962858444,249.915529505,366.312088517,132.471142324,238.608504689,506.314004233,254.331229316,264.439731054,263.263588263,257.051880944,200.636155146,394.795363181,134.094019184,157.931604749,369.540863918,614.428997422,133.008743359,333.521614687,615.158864815,1040.19329701,390.39994779
aichi__toyama-kana__toyoyama____2005-02-17,35.255,136.923333333,252.892794719,210.656626494,261.809650615,633.127996923,268.335937378,419.1808992,255.036007339,163.677824719,145.198947481,255.984682009,137.68948315,129.373787746,173.590927267,264.364323992,267.347038742,627.300958837,256.720017605,170.009383615,95.111831552,141.831594843,153.490718625,153.527781668,179.209645453,260.545171948,261.003072927,253.314635146,235.463708442,946.45830156,626.530225149,485.797067713,144.128988546,262.794571178,351.601564196,258.435901176,947.159060649,336.46520678,259.168517542,263.006616284,1052.03352972,231.694613505,149.034809179,145.431420888,627.184549996,1053.85965929,241.904853237,190.279008018,485.385273847,628.050151323,143.834965025,259.027709173,419.531750803,256.497632366,950.745962266,351.630420639,127.370394267,947.54417363,627.742286,227.301298285,259.404578858,262.553228723,267.593233276,169.004045731,625.712140543,574.355067437,226.274167006,943.047954391,257.610050257,627.524856244,587.019515707,236.418069212,197.492980806,351.302059784,244.89635673,143.048377925,141.776472247,260.473101689,257.520175955,133.115277021,257.144440461,481.813372513,147.065601711,298.036607717,125.286931913,225.445347613,797.714138148,145.292788278,252.591037094,253.552797158,138.485865679,936.168678386,256.900036055,354.83296938,1055.20041397,257.288614703,148.712785548,514.569262627,144.622343432,139.353739626,500.196401315,946.544925211,254.059077368,163.807147384,246.125924135,490.457118466,249.861844991,232.557242796,609.652489923,252.299761052,348.972640423,241.15366854,343.212295439,135.474906961,230.479226301,486.586936196,245.066090829,240.843310503,255.708626005,249.372811443,201.299622183,401.580321613,142.41523852,154.115007561,346.829267427,623.28207811,146.912604114,310.796827017,623.243023446,1015.95269571,367.980310063
aichi__toyohashi-kana__toyohashi,34.75,137.341666667,233.91852797,244.385366939,242.883124403,658.514082694,249.953733947,449.487335768,239.073321788,196.266318678,168.817218296,237.230138028,99.5461762435,157.023208113,142.331310593,246.469291308,248.07392537,652.673349125,238.855684471,197.031314077,36.5186298805,166.613437061,171.90016939,182.238921407,205.850502268,244.684222559,243.177783906,236.091083484,213.780319844,985.132969066,651.926543452,502.16465426,168.459381361,244.575094446,383.493447763,241.569290476,985.861154238,366.073201704,240.370987362,244.389283809,1081.19837381,211.478792655,176.794524108,167.920332026,652.173002822,1090.29556224,224.472261056,217.683979602,501.862786396,653.41151301,168.86920546,239.399539571,450.066146445,237.33691205,989.536790438,383.783562072,158.135972999,985.850260969,649.8574218,211.697817592,241.24279037,242.422158843,250.697268372,185.00872316,651.033058792,601.713207858,209.800540982,981.575785924,240.292625277,652.787567541,614.47553809,220.754040288,228.355738432,383.128692053,229.300138371,166.17323865,169.065420218,243.520199995,241.95316798,162.565076923,236.7617795,497.902519568,168.383411525,328.366097162,78.5637450985,212.477335232,835.70539442,170.22253586,234.589740963,235.107710722,160.438992561,974.426721038,239.288852558,386.147415977,1091.58603614,238.675147074,172.163501348,533.593483697,108.504482212,163.876798773,516.103167007,985.450449965,234.511408953,191.352751452,227.501606098,507.558363813,231.319332347,215.764829459,634.252083388,232.26797815,380.980077756,224.97946545,375.839334822,93.1939251872,212.811097158,502.994577679,230.225948414,277.577310192,235.805681172,229.95887503,161.785606965,431.329242332,172.828791044,127.91194441,377.475887412,647.007384907,163.740139963,341.951385158,648.909093855,1052.53636947,396.992711
